U.S. Regional Level,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,235740,"Norfolk, NE",1.0,3.0,2.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,12.0,11.0,7.0,5.0,74.0
Micropolitan Statistical Area,238100,"Picayune, MS",2.0,5.0,3.0,0.0,2.0,0.0,5.0,5.0,5.0,3.0,6.0,10.0,8.0,10.0,3.0,7.0,74.0
Micropolitan Statistical Area,226740,"Hutchinson, KS",2.0,3.0,6.0,2.0,1.0,3.0,6.0,4.0,4.0,3.0,4.0,9.0,2.0,5.0,10.0,9.0,73.0
Micropolitan Statistical Area,232860,"Menomonie, WI",5.0,4.0,9.0,5.0,7.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,6.0,9.0,6.0,73.0
Micropolitan Statistical Area,214380,"Boone, NC",3.0,6.0,1.0,3.0,1.0,4.0,8.0,8.0,3.0,3.0,3.0,6.0,8.0,6.0,5.0,6.0,72.0
Micropolitan Statistical Area,216660,"Charleston-Mattoon, IL",8.0,5.0,11.0,6.0,13.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,72.0
Micropolitan Statistical Area,238420,"Platteville, WI",4.0,9.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,8.0,5.0,1.0,4.0,5.0,5.0,72.0
Micropolitan Statistical Area,247420,"Wahpeton, ND-MN",2.0,7.0,5.0,5.0,7.0,7.0,4.0,5.0,2.0,6.0,2.0,2.0,6.0,3.0,4.0,5.0,72.0
Micropolitan Statistical Area,215620,"Cadillac, MI",5.0,11.0,6.0,5.0,1.0,4.0,3.0,7.0,3.0,5.0,3.0,4.0,2.0,5.0,1.0,6.0,71.0
Micropolitan Statistical Area,224700,"Greensburg, IN",5.0,2.0,4.0,2.0,5.0,3.0,7.0,5.0,8.0,7.0,5.0,5.0,2.0,5.0,4.0,2.0,71.0
Micropolitan Statistical Area,231920,"Marble Falls, TX",7.0,5.0,4.0,6.0,4.0,4.0,2.0,2.0,3.0,7.0,5.0,3.0,9.0,7.0,5.0,4.0,71.0
Micropolitan Statistical Area,242700,"Sebring, FL",3.0,3.0,7.0,2.0,6.0,4.0,7.0,8.0,5.0,5.0,2.0,3.0,3.0,7.0,3.0,3.0,71.0
Micropolitan Statistical Area,210140,"Aberdeen, WA",5.0,4.0,3.0,7.0,3.0,2.0,8.0,3.0,2.0,2.0,3.0,4.0,6.0,7.0,7.0,4.0,70.0
Micropolitan Statistical Area,224100,"Gloversville, NY",8.0,1.0,2.0,7.0,9.0,2.0,4.0,3.0,3.0,4.0,6.0,7.0,5.0,0.0,4.0,5.0,70.0
Micropolitan Statistical Area,236580,"Oneonta, NY",3.0,1.0,6.0,2.0,1.0,3.0,7.0,1.0,4.0,2.0,10.0,1.0,5.0,7.0,9.0,8.0,70.0
Micropolitan Statistical Area,241460,"Salina, KS",9.0,3.0,3.0,5.0,7.0,6.0,3.0,7.0,5.0,0.0,2.0,6.0,4.0,4.0,3.0,3.0,70.0
Micropolitan Statistical Area,242940,"Sevierville, TN",6.0,6.0,6.0,6.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,7.0,70.0
Micropolitan Statistical Area,210220,"Ada, OK",0.0,0.0,3.0,5.0,7.0,1.0,4.0,5.0,3.0,7.0,5.0,4.0,4.0,7.0,7.0,7.0,69.0
Micropolitan Statistical Area,240180,"Riverton, WY",10.0,7.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,8.0,5.0,3.0,2.0,69.0
Micropolitan Statistical Area,244780,"Sturgis, MI",8.0,5.0,7.0,5.0,6.0,3.0,5.0,7.0,6.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,68.0
Micropolitan Statistical Area,224260,"Grand Island, NE",3.0,5.0,6.0,2.0,5.0,4.0,7.0,1.0,7.0,2.0,3.0,3.0,8.0,5.0,1.0,4.0,66.0
Micropolitan Statistical Area,225220,"Hammond, LA",4.0,2.0,3.0,4.0,7.0,7.0,5.0,3.0,3.0,1.0,5.0,5.0,2.0,4.0,8.0,3.0,66.0
Micropolitan Statistical Area,233420,"Mineral Wells, TX",1.0,5.0,0.0,1.0,1.0,3.0,5.0,2.0,5.0,4.0,7.0,5.0,7.0,6.0,12.0,2.0,66.0
Micropolitan Statistical Area,243220,"Shelton, WA",5.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,3.0,3.0,2.0,6.0,4.0,7.0,7.0,5.0,66.0
Micropolitan Statistical Area,219940,"Dixon, IL",3.0,1.0,4.0,10.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,6.0,11.0,15.0,65.0
Micropolitan Statistical Area,231980,"Marion, IN",3.0,6.0,8.0,7.0,6.0,7.0,4.0,3.0,1.0,5.0,4.0,4.0,4.0,1.0,0.0,2.0,65.0
Micropolitan Statistical Area,246500,"Urbana, OH",5.0,2.0,3.0,2.0,2.0,5.0,6.0,4.0,1.0,2.0,3.0,2.0,12.0,10.0,3.0,3.0,65.0
Micropolitan Statistical Area,214700,"Branson, MO",4.0,2.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,6.0,3.0,64.0
Micropolitan Statistical Area,222100,"Farmington, MO",2.0,3.0,0.0,1.0,4.0,2.0,2.0,5.0,3.0,6.0,6.0,2.0,5.0,10.0,7.0,6.0,64.0
Micropolitan Statistical Area,232940,"Meridian, MS",5.0,6.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,64.0
Micropolitan Statistical Area,211820,"Astoria, OR",3.0,3.0,7.0,3.0,9.0,8.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,7.0,2.0,63.0
Micropolitan Statistical Area,219580,"Defiance, OH",4.0,3.0,6.0,11.0,5.0,3.0,10.0,6.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,63.0
Micropolitan Statistical Area,223140,"Frankfort, IN",1.0,3.0,2.0,7.0,7.0,9.0,3.0,4.0,6.0,2.0,2.0,2.0,0.0,3.0,6.0,6.0,63.0
Micropolitan Statistical Area,231380,"Macomb, IL",4.0,1.0,0.0,0.0,8.0,6.0,4.0,10.0,4.0,6.0,4.0,5.0,1.0,6.0,4.0,0.0,63.0
Micropolitan Statistical Area,238700,"Pontiac, IL",5.0,3.0,4.0,4.0,14.0,4.0,7.0,0.0,4.0,2.0,9.0,1.0,4.0,1.0,1.0,0.0,63.0
Micropolitan Statistical Area,217340,"Clearlake, CA",2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,5.0,7.0,4.0,8.0,5.0,1.0,62.0
Micropolitan Statistical Area,232020,"Marion, OH",6.0,3.0,2.0,6.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,2.0,62.0
Micropolitan Statistical Area,234180,"Moses Lake, WA",6.0,4.0,3.0,6.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,7.0,62.0
Micropolitan Statistical Area,234860,"Nacogdoches, TX",7.0,6.0,7.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,5.0,62.0
Micropolitan Statistical Area,246980,"Vicksburg, MS",7.0,11.0,2.0,3.0,8.0,5.0,4.0,2.0,0.0,4.0,5.0,1.0,4.0,2.0,2.0,2.0,62.0
Micropolitan Statistical Area,247340,"Wabash, IN",4.0,7.0,2.0,3.0,4.0,2.0,6.0,3.0,2.0,4.0,3.0,4.0,5.0,6.0,6.0,1.0,62.0
Micropolitan Statistical Area,248980,"Wilson, NC",5.0,3.0,2.0,1.0,4.0,0.0,8.0,4.0,2.0,4.0,6.0,8.0,2.0,5.0,4.0,4.0,62.0
Micropolitan Statistical Area,226660,"Huntsville, TX",1.0,2.0,2.0,5.0,4.0,4.0,7.0,4.0,3.0,8.0,4.0,2.0,3.0,1.0,5.0,6.0,61.0
Micropolitan Statistical Area,228500,"Kerrville, TX",5.0,1.0,5.0,7.0,2.0,3.0,3.0,6.0,1.0,4.0,2.0,3.0,3.0,7.0,3.0,6.0,61.0
Micropolitan Statistical Area,231500,"Madison, IN",3.0,5.0,2.0,5.0,6.0,2.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,12.0,61.0
Micropolitan Statistical Area,247980,"Watertown, SD",4.0,6.0,5.0,7.0,7.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,4.0,61.0
Micropolitan Statistical Area,215580,"Butte-Silver Bow, MT",4.0,9.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,7.0,7.0,60.0
Micropolitan Statistical Area,217740,"Coldwater, MI",7.0,6.0,10.0,10.0,4.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,60.0
Micropolitan Statistical Area,233980,"Morehead City, NC",3.0,7.0,3.0,5.0,6.0,7.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,60.0
Micropolitan Statistical Area,240540,"Rock Springs, WY",5.0,2.0,5.0,6.0,4.0,0.0,2.0,1.0,1.0,5.0,7.0,2.0,3.0,7.0,3.0,7.0,60.0
Micropolitan Statistical Area,247620,"Warren, PA",6.0,5.0,8.0,1.0,2.0,5.0,8.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,3.0,0.0,60.0
Micropolitan Statistical Area,215860,"Ca�on City, CO",3.0,2.0,10.0,1.0,5.0,3.0,3.0,5.0,0.0,4.0,1.0,5.0,4.0,1.0,8.0,4.0,59.0
Micropolitan Statistical Area,234780,"Muskogee, OK",7.0,7.0,5.0,3.0,5.0,6.0,2.0,4.0,1.0,4.0,3.0,5.0,0.0,2.0,2.0,3.0,59.0
Micropolitan Statistical Area,237260,"Palatka, FL",8.0,5.0,3.0,3.0,1.0,5.0,1.0,6.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,59.0
Micropolitan Statistical Area,222800,"Fort Madison-Keokuk, IA-MO",5.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,58.0
Micropolitan Statistical Area,238260,"Pittsburg, KS",7.0,2.0,3.0,5.0,5.0,3.0,1.0,5.0,0.0,3.0,4.0,5.0,2.0,6.0,4.0,3.0,58.0
Micropolitan Statistical Area,223240,"Fredericksburg, TX",3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,13.0,7.0,9.0,8.0,5.0,57.0
Micropolitan Statistical Area,228180,"Kapaa, HI",3.0,3.0,0.0,1.0,4.0,3.0,7.0,2.0,3.0,1.0,2.0,3.0,6.0,8.0,5.0,6.0,57.0
Micropolitan Statistical Area,229900,"Laurinburg, NC",5.0,10.0,14.0,3.0,3.0,6.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,57.0
Micropolitan Statistical Area,219540,"Decatur, IN",7.0,3.0,2.0,6.0,7.0,1.0,6.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,56.0
Micropolitan Statistical Area,221460,"Enterprise-Ozark, AL",3.0,3.0,2.0,5.0,2.0,3.0,5.0,1.0,6.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,56.0
Micropolitan Statistical Area,223340,"Fremont, NE",6.0,5.0,4.0,1.0,5.0,7.0,2.0,6.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,56.0
Micropolitan Statistical Area,223380,"Fremont, OH",3.0,2.0,0.0,6.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,9.0,3.0,1.0,3.0,5.0,56.0
Micropolitan Statistical Area,228900,"Klamath Falls, OR",3.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,56.0
Micropolitan Statistical Area,232180,"Marshall, MO",1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,8.0,4.0,7.0,4.0,6.0,56.0
Micropolitan Statistical Area,236180,"Ocean Pines, MD",4.0,2.0,4.0,4.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,4.0,5.0,8.0,7.0,6.0,56.0
Micropolitan Statistical Area,244020,"Spirit Lake, IA",6.0,4.0,4.0,4.0,6.0,9.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,56.0
Micropolitan Statistical Area,245660,"Tiffin, OH",2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,6.0,56.0
Micropolitan Statistical Area,245700,"Tifton, GA",2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,10.0,2.0,3.0,12.0,1.0,4.0,7.0,56.0
Micropolitan Statistical Area,223180,"Frankfort, KY",3.0,3.0,7.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,7.0,2.0,4.0,2.0,5.0,3.0,55.0
Micropolitan Statistical Area,237740,"Payson, AZ",3.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,5.0,3.0,5.0,9.0,9.0,55.0
Micropolitan Statistical Area,213100,"Beatrice, NE",2.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,6.0,7.0,5.0,2.0,3.0,1.0,54.0
Micropolitan Statistical Area,221540,"Escanaba, MI",7.0,0.0,3.0,4.0,4.0,3.0,7.0,4.0,7.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,54.0
Micropolitan Statistical Area,241260,"St. Marys, PA",4.0,3.0,7.0,7.0,4.0,1.0,0.0,1.0,3.0,2.0,4.0,3.0,3.0,7.0,3.0,2.0,54.0
Micropolitan Statistical Area,249460,"Yankton, SD",4.0,3.0,6.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,11.0,4.0,3.0,5.0,5.0,54.0
Micropolitan Statistical Area,213220,"Beckley, WV",1.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,6.0,1.0,7.0,7.0,3.0,12.0,53.0
Micropolitan Statistical Area,213420,"Bemidji, MN",2.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,6.0,4.0,7.0,53.0
Micropolitan Statistical Area,229380,"Lake City, FL",4.0,7.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,6.0,1.0,4.0,3.0,4.0,2.0,53.0
Micropolitan Statistical Area,236660,"Opelousas-Eunice, LA",3.0,8.0,8.0,6.0,7.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,53.0
Micropolitan Statistical Area,236700,"Orangeburg, SC",8.0,0.0,3.0,9.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,53.0
Micropolitan Statistical Area,210940,"Alma, MI",5.0,2.0,2.0,3.0,7.0,8.0,2.0,5.0,1.0,2.0,3.0,2.0,0.0,4.0,6.0,0.0,52.0
Micropolitan Statistical Area,214140,"Bluefield, WV-VA",6.0,1.0,4.0,4.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,3.0,2.0,52.0
Micropolitan Statistical Area,216500,"Centralia, WA",10.0,2.0,6.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,6.0,52.0
Micropolitan Statistical Area,217060,"Chillicothe, OH",8.0,1.0,6.0,7.0,4.0,0.0,4.0,2.0,1.0,6.0,3.0,1.0,5.0,0.0,1.0,3.0,52.0
Micropolitan Statistical Area,215700,"Cambridge, MD",7.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0,5.0,1.0,9.0,2.0,9.0,51.0
Micropolitan Statistical Area,217540,"Clinton, IA",4.0,4.0,4.0,3.0,2.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,51.0
Micropolitan Statistical Area,232300,"Martinsville, VA",4.0,5.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,7.0,6.0,51.0
Micropolitan Statistical Area,216260,"Cedar City, UT",2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,6.0,4.0,3.0,6.0,5.0,50.0
Micropolitan Statistical Area,220180,"DuBois, PA",7.0,7.0,3.0,2.0,6.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,50.0
Micropolitan Statistical Area,222580,"Forest City, NC",5.0,5.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,5.0,13.0,50.0
Micropolitan Statistical Area,236620,"Ontario, OR-ID",7.0,3.0,4.0,5.0,1.0,4.0,3.0,0.0,3.0,4.0,0.0,3.0,4.0,4.0,2.0,3.0,50.0
Micropolitan Statistical Area,218060,"Columbus, MS",4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,5.0,2.0,2.0,8.0,3.0,49.0
Micropolitan Statistical Area,223860,"Georgetown, SC",1.0,4.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,7.0,6.0,6.0,7.0,5.0,49.0
Micropolitan Statistical Area,232980,"Merrill, WI",3.0,2.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,49.0
Micropolitan Statistical Area,217220,"Clarksburg, WV",2.0,3.0,1.0,6.0,3.0,2.0,3.0,4.0,7.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,48.0
Micropolitan Statistical Area,218460,"Cornelia, GA",1.0,4.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,48.0
Micropolitan Statistical Area,225740,"Helena, MT",1.0,7.0,4.0,3.0,2.0,2.0,4.0,0.0,5.0,2.0,3.0,3.0,6.0,0.0,3.0,3.0,48.0
Micropolitan Statistical Area,230380,"Lewistown, PA",5.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,5.0,3.0,3.0,48.0
Micropolitan Statistical Area,232380,"Mason City, IA",4.0,6.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,7.0,8.0,48.0
Micropolitan Statistical Area,217940,"Columbia, TN",2.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,5.0,5.0,47.0
Micropolitan Statistical Area,219860,"Dickinson, ND",3.0,2.0,4.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0,3.0,7.0,2.0,4.0,47.0
Micropolitan Statistical Area,221380,"Emporia, KS",0.0,2.0,8.0,4.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,47.0
Micropolitan Statistical Area,238380,"Plainview, TX",4.0,3.0,3.0,4.0,2.0,4.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,7.0,3.0,47.0
Micropolitan Statistical Area,246460,"Union City, TN-KY",1.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,2.0,7.0,1.0,7.0,8.0,7.0,47.0
Micropolitan Statistical Area,214820,"Brevard, NC",1.0,5.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,6.0,2.0,3.0,45.0
Micropolitan Statistical Area,223940,"Gillette, WY",5.0,4.0,0.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,6.0,1.0,2.0,1.0,45.0
Micropolitan Statistical Area,233940,"Montrose, CO",5.0,6.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,4.0,45.0
Micropolitan Statistical Area,223780,"Garden City, KS",5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,6.0,4.0,3.0,44.0
Micropolitan Statistical Area,242900,"Seneca Falls, NY",5.0,10.0,2.0,3.0,2.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,44.0
Micropolitan Statistical Area,243320,"Show Low, AZ",3.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0,0.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,44.0
Micropolitan Statistical Area,245620,"Thomasville, GA",6.0,4.0,4.0,7.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,44.0
Micropolitan Statistical Area,230260,"Lewisburg, PA",4.0,4.0,6.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,43.0
Micropolitan Statistical Area,232220,"Marshall, TX",1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,4.0,9.0,2.0,5.0,43.0
Micropolitan Statistical Area,240740,"Roswell, NM",5.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,4.0,5.0,2.0,5.0,3.0,1.0,43.0
Micropolitan Statistical Area,245340,"Taos, NM",1.0,1.0,1.0,3.0,5.0,4.0,7.0,2.0,3.0,1.0,3.0,2.0,3.0,6.0,0.0,1.0,43.0
Micropolitan Statistical Area,247820,"Washington, NC",3.0,4.0,3.0,0.0,6.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,5.0,4.0,4.0,43.0
Micropolitan Statistical Area,249060,"Winfield, KS",2.0,1.0,0.0,5.0,3.0,5.0,0.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,1.0,43.0
Micropolitan Statistical Area,233620,"Moberly, MO",11.0,3.0,3.0,5.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,42.0
Micropolitan Statistical Area,244980,"Sunbury, PA",3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,42.0
Micropolitan Statistical Area,215340,"Bucyrus, OH",3.0,5.0,4.0,5.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,41.0
Micropolitan Statistical Area,218300,"Coos Bay, OR",3.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,41.0
Micropolitan Statistical Area,232140,"Marshall, MN",5.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,41.0
Micropolitan Statistical Area,239940,"Rexburg, ID",0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,4.0,9.0,7.0,4.0,41.0
Micropolitan Statistical Area,246820,"Vermillion, SD",4.0,5.0,3.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,5.0,41.0
Micropolitan Statistical Area,211940,"Athens, TN",5.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,40.0
Micropolitan Statistical Area,221580,"Espanola, NM",3.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,4.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,40.0
Micropolitan Statistical Area,233060,"Miami, OK",1.0,7.0,1.0,6.0,0.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,40.0
Micropolitan Statistical Area,214620,"Bradford, PA",3.0,4.0,1.0,0.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,39.0
Micropolitan Statistical Area,218940,"Crowley, LA",1.0,4.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,7.0,39.0
Micropolitan Statistical Area,222280,"Fernley, NV",1.0,0.0,3.0,3.0,2.0,4.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,39.0
Micropolitan Statistical Area,240780,"Russellville, AR",4.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,2.0,5.0,39.0
Micropolitan Statistical Area,240940,"Safford, AZ",0.0,1.0,1.0,1.0,2.0,4.0,0.0,2.0,8.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,39.0
Micropolitan Statistical Area,222700,"Fort Dodge, IA",0.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,6.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,38.0
Micropolitan Statistical Area,229860,"Laurel, MS",2.0,5.0,7.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0,38.0
Micropolitan Statistical Area,230900,"Logansport, IN",3.0,5.0,3.0,0.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,0.0,2.0,38.0
Micropolitan Statistical Area,210620,"Albemarle, NC",0.0,4.0,4.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,5.0,37.0
Micropolitan Statistical Area,217700,"Coffeyville, KS",6.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,5.0,5.0,2.0,37.0
Micropolitan Statistical Area,218740,"Coshocton, OH",1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,37.0
Micropolitan Statistical Area,231580,"Madisonville, KY",4.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,37.0
Micropolitan Statistical Area,242500,"Scottsburg, IN",6.0,4.0,4.0,5.0,1.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,37.0
Micropolitan Statistical Area,210020,"Abbeville, LA",11.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,36.0
Micropolitan Statistical Area,215420,"Burley, ID",2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,36.0
Micropolitan Statistical Area,222840,"Fort Payne, AL",0.0,0.0,8.0,6.0,4.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,36.0
Micropolitan Statistical Area,235900,"North Wilkesboro, NC",4.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,36.0
Micropolitan Statistical Area,243060,"Shawnee, OK",2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,0.0,0.0,3.0,2.0,36.0
Micropolitan Statistical Area,243260,"Sheridan, WY",0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,6.0,5.0,2.0,36.0
Micropolitan Statistical Area,215220,"Brownwood, TX",1.0,1.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,35.0
Micropolitan Statistical Area,215740,"Cambridge, OH",0.0,1.0,4.0,2.0,3.0,0.0,1.0,2.0,6.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,35.0
